temperature,date,dia_da_semana,mes_venda,temperatura_celsius,total_de_vendas
78F,"quinta-feira, setembro 26, 2013",qui,set,25,39354
76F,"sexta-feira, setembro 27, 2013",sex,set,24,38744
72F,"sábado, setembro 28, 2013",sab,set,22,37270
74F,"domingo, setembro 29, 2013",dom,set,23,37879
77F,"segunda-feira, setembro 30, 2013",seg,set,24,38741
73F,"terça-feira, outubro 01, 2013",ter,out,22,37523
79F,"quarta-feira, outubro 02, 2013",qua,out,26,39959
75F,"quinta-feira, outubro 03, 2013",qui,out,24,38740
77F,"sexta-feira, outubro 04, 2013",sex,out,25,39349
75F,"sábado, outubro 05, 2013",sab,out,23,37876
76F,"domingo, outubro 06, 2013",dom,out,24,38736
76F,"segunda-feira, outubro 07, 2013",seg,out,24,38734
73F,"terça-feira, outubro 08, 2013",ter,out,22,37514
77F,"quarta-feira, outubro 09, 2013",qua,out,24,38731
77F,"quinta-feira, outubro 10, 2013",qui,out,24,38724
72F,"sexta-feira, outubro 11, 2013",sex,out,22,37265
74F,"sábado, outubro 12, 2013",sab,out,23,38113
76F,"domingo, outubro 13, 2013",dom,out,24,38722
78F,"segunda-feira, outubro 14, 2013",seg,out,25,39329
77F,"terça-feira, outubro 15, 2013",ter,out,24,38720
78F,"quarta-feira, outubro 16, 2013",qua,out,25,39325
76F,"quinta-feira, outubro 17, 2013",qui,out,24,38481
72F,"sexta-feira, outubro 18, 2013",sex,out,21,36653
73F,"sábado, outubro 19, 2013",sab,out,22,37494
74F,"domingo, outubro 20, 2013",dom,out,23,38100
75F,"segunda-feira, outubro 21, 2013",seg,out,24,38705
74F,"terça-feira, outubro 22, 2013",ter,out,23,38096
75F,"quarta-feira, outubro 23, 2013",qua,out,23,38092
75F,"quinta-feira, outubro 24, 2013",qui,out,24,38477
75F,"sexta-feira, outubro 25, 2013",sex,out,23,38091
77F,"sábado, outubro 26, 2013",sab,out,25,39309
76F,"domingo, outubro 27, 2013",dom,out,24,38700
77F,"segunda-feira, outubro 28, 2013",seg,out,24,38699
78F,"terça-feira, outubro 29, 2013",ter,out,25,39307
70F,"quarta-feira, outubro 30, 2013",qua,out,20,36039
75F,"quinta-feira, outubro 31, 2013",qui,out,23,37866
78F,"sexta-feira, novembro 01, 2013",sex,nov,25,39304
73F,"sábado, novembro 02, 2013",sab,nov,22,37475
75F,"domingo, novembro 03, 2013",dom,nov,23,38084
76F,"segunda-feira, novembro 04, 2013",seg,nov,24,38692
78F,"terça-feira, novembro 05, 2013",ter,nov,25,39298
77F,"quarta-feira, novembro 06, 2013",qua,nov,24,38471
71F,"quinta-feira, novembro 07, 2013",qui,nov,21,36644
74F,"sexta-feira, novembro 08, 2013",sex,nov,23,38079
77F,"sábado, novembro 09, 2013",sab,nov,24,38688
73F,"domingo, novembro 10, 2013",dom,nov,22,37469
75F,"segunda-feira, novembro 11, 2013",seg,nov,24,38687
75F,"terça-feira, novembro 12, 2013",ter,nov,24,38685
76F,"quarta-feira, novembro 13, 2013",qua,nov,24,38468
72F,"quinta-feira, novembro 14, 2013",qui,nov,22,37249
77F,"sexta-feira, novembro 15, 2013",sex,nov,25,39293
77F,"sábado, novembro 16, 2013",sab,nov,24,38684
78F,"domingo, novembro 17, 2013",dom,nov,25,39291
77F,"segunda-feira, novembro 18, 2013",seg,nov,25,39290
75F,"terça-feira, novembro 19, 2013",ter,nov,23,38071
75F,"quarta-feira, novembro 20, 2013",qua,nov,23,37856
76F,"quinta-feira, novembro 21, 2013",qui,nov,24,38465
75F,"sexta-feira, novembro 22, 2013",sex,nov,23,38069
79F,"sábado, novembro 23, 2013",sab,nov,25,39286
76F,"domingo, novembro 24, 2013",dom,nov,24,38676
75F,"segunda-feira, novembro 25, 2013",seg,nov,24,38675
74F,"terça-feira, novembro 26, 2013",ter,nov,23,38065
71F,"quarta-feira, novembro 27, 2013",qua,nov,21,36636
75F,"quinta-feira, novembro 28, 2013",qui,nov,23,37854
77F,"sexta-feira, novembro 29, 2013",sex,nov,24,38672
79F,"sábado, novembro 30, 2013",sab,nov,26,39890
73F,"domingo, dezembro 01, 2013",dom,dez,22,37453
77F,"segunda-feira, dezembro 02, 2013",seg,dez,24,38669
77F,"terça-feira, dezembro 03, 2013",ter,dez,25,39277
75F,"quarta-feira, dezembro 04, 2013",qua,dez,23,37851
77F,"quinta-feira, dezembro 05, 2013",qui,dez,24,38667
72F,"sexta-feira, dezembro 06, 2013",sex,dez,22,37446
74F,"sábado, dezembro 07, 2013",sab,dez,23,38055
78F,"domingo, dezembro 08, 2013",dom,dez,25,39270
76F,"segunda-feira, dezembro 09, 2013",seg,dez,24,38659
72F,"terça-feira, dezembro 10, 2013",ter,dez,22,37239
76F,"quarta-feira, dezembro 11, 2013",qua,dez,24,38457
74F,"quinta-feira, dezembro 12, 2013",qui,dez,23,38047
77F,"sexta-feira, dezembro 13, 2013",sex,dez,25,39265
79F,"sábado, dezembro 14, 2013",sab,dez,26,39873
75F,"domingo, dezembro 15, 2013",dom,dez,24,38655
79F,"segunda-feira, dezembro 16, 2013",seg,dez,25,39264
74F,"terça-feira, dezembro 17, 2013",ter,dez,23,37846
77F,"quarta-feira, dezembro 18, 2013",qua,dez,24,38454
77F,"quinta-feira, dezembro 19, 2013",qui,dez,25,39263
74F,"sexta-feira, dezembro 20, 2013",sex,dez,23,38045
77F,"sábado, dezembro 21, 2013",sab,dez,25,39262
77F,"domingo, dezembro 22, 2013",dom,dez,25,39261
75F,"segunda-feira, dezembro 23, 2013",seg,dez,24,38652
69F,"terça-feira, dezembro 24, 2013",ter,dez,20,36015
76F,"quarta-feira, dezembro 25, 2013",qua,dez,24,38649
76F,"quinta-feira, dezembro 26, 2013",qui,dez,24,38649
77F,"sexta-feira, dezembro 27, 2013",sex,dez,24,38648
79F,"sábado, dezembro 28, 2013",sab,dez,26,39865
72F,"domingo, dezembro 29, 2013",dom,dez,22,37429
70F,"segunda-feira, dezembro 30, 2013",seg,dez,21,36622
74F,"terça-feira, dezembro 31, 2013",ter,dez,23,37839
76F,"quarta-feira, janeiro 01, 2014",qua,jan,24,38646
77F,"quinta-feira, janeiro 02, 2014",qui,jan,25,39255
76F,"sexta-feira, janeiro 03, 2014",sex,jan,24,38645
78F,"sábado, janeiro 04, 2014",sab,jan,25,39254
74F,"domingo, janeiro 05, 2014",dom,jan,23,38035
73F,"segunda-feira, janeiro 06, 2014",seg,jan,22,37227
78F,"terça-feira, janeiro 07, 2014",ter,jan,25,39252
78F,"quarta-feira, janeiro 08, 2014",qua,jan,25,39252
78F,"quinta-feira, janeiro 09, 2014",qui,jan,25,39250
73F,"sexta-feira, janeiro 10, 2014",sex,jan,22,37420
75F,"sábado, janeiro 11, 2014",sab,jan,23,38028
76F,"domingo, janeiro 12, 2014",dom,jan,24,38444
75F,"segunda-feira, janeiro 13, 2014",seg,jan,23,37835
76F,"terça-feira, janeiro 14, 2014",ter,jan,24,38635
76F,"quarta-feira, janeiro 15, 2014",qua,jan,24,38634
75F,"quinta-feira, janeiro 16, 2014",qui,jan,23,38023
74F,"sexta-feira, janeiro 17, 2014",sex,jan,23,38023
77F,"sábado, janeiro 18, 2014",sab,jan,25,39241
72F,"domingo, janeiro 19, 2014",dom,jan,22,37224
76F,"segunda-feira, janeiro 20, 2014",seg,jan,24,38442
76F,"terça-feira, janeiro 21, 2014",ter,jan,24,38629
74F,"quarta-feira, janeiro 22, 2014",qua,jan,23,38020
72F,"quinta-feira, janeiro 23, 2014",qui,jan,22,37410
76F,"sexta-feira, janeiro 24, 2014",sex,jan,24,38628
75F,"sábado, janeiro 25, 2014",sab,jan,23,38019
75F,"domingo, janeiro 26, 2014",dom,jan,24,38440
73F,"segunda-feira, janeiro 27, 2014",seg,jan,22,37408
79F,"terça-feira, janeiro 28, 2014",ter,jan,26,39843
77F,"quarta-feira, janeiro 29, 2014",qua,jan,25,39234
77F,"quinta-feira, janeiro 30, 2014",qui,jan,24,38623
80F,"sexta-feira, janeiro 31, 2014",sex,jan,26,39841
71F,"sábado, fevereiro 01, 2014",sab,fev,21,36612
76F,"domingo, fevereiro 02, 2014",dom,fev,24,38438
74F,"segunda-feira, fevereiro 03, 2014",seg,fev,23,38012
78F,"terça-feira, fevereiro 04, 2014",ter,fev,25,39229
75F,"quarta-feira, fevereiro 05, 2014",qua,fev,23,38011
74F,"quinta-feira, fevereiro 06, 2014",qui,fev,23,38011
74F,"sexta-feira, fevereiro 07, 2014",sex,fev,23,38011
72F,"sábado, fevereiro 08, 2014",sab,fev,22,37218
75F,"domingo, fevereiro 09, 2014",dom,fev,23,38010
76F,"segunda-feira, fevereiro 10, 2014",seg,fev,24,38618
79F,"terça-feira, fevereiro 11, 2014",ter,fev,26,39836
73F,"quarta-feira, fevereiro 12, 2014",qua,fev,22,37398
77F,"quinta-feira, fevereiro 13, 2014",qui,fev,24,38616
71F,"sexta-feira, fevereiro 14, 2014",sex,fev,21,36605
72F,"sábado, fevereiro 15, 2014",sab,fev,21,36605
74F,"domingo, fevereiro 16, 2014",dom,fev,23,38007
72F,"segunda-feira, fevereiro 17, 2014",seg,fev,22,37398
75F,"terça-feira, fevereiro 18, 2014",ter,fev,23,38006
74F,"quarta-feira, fevereiro 19, 2014",qua,fev,23,38006
75F,"quinta-feira, fevereiro 20, 2014",qui,fev,23,38004
73F,"sexta-feira, fevereiro 21, 2014",sex,fev,22,37211
76F,"sábado, fevereiro 22, 2014",sab,fev,24,38429
77F,"domingo, fevereiro 23, 2014",dom,fev,25,39221
78F,"segunda-feira, fevereiro 24, 2014",seg,fev,25,39220
77F,"terça-feira, fevereiro 25, 2014",ter,fev,24,38611
76F,"quarta-feira, fevereiro 26, 2014",qua,fev,24,38609
79F,"quinta-feira, fevereiro 27, 2014",qui,fev,25,39218
75F,"sexta-feira, fevereiro 28, 2014",sex,fev,23,37818
72F,"sábado, março 01, 2014",sab,mar,22,37209
77F,"domingo, março 02, 2014",dom,mar,24,38608
77F,"segunda-feira, março 03, 2014",seg,mar,25,39217
75F,"terça-feira, março 04, 2014",ter,mar,23,37999
76F,"quarta-feira, março 05, 2014",qua,mar,24,38608
75F,"quinta-feira, março 06, 2014",qui,mar,23,37998
74F,"sexta-feira, março 07, 2014",sex,mar,23,37816
77F,"sábado, março 08, 2014",sab,mar,24,38424
79F,"domingo, março 09, 2014",dom,mar,26,39824
75F,"segunda-feira, março 10, 2014",seg,mar,24,38606
75F,"terça-feira, março 11, 2014",ter,mar,24,38605
73F,"quarta-feira, março 12, 2014",qua,mar,22,37387
78F,"quinta-feira, março 13, 2014",qui,mar,25,39214
74F,"sexta-feira, março 14, 2014",sex,mar,23,37814
77F,"sábado, março 15, 2014",sab,mar,24,38422
77F,"domingo, março 16, 2014",dom,mar,25,39212
77F,"segunda-feira, março 17, 2014",seg,mar,25,39212
76F,"terça-feira, março 18, 2014",ter,mar,24,38603
74F,"quarta-feira, março 19, 2014",qua,mar,23,37993
74F,"quinta-feira, março 20, 2014",qui,mar,23,37993
74F,"sexta-feira, março 21, 2014",sex,mar,23,37812
74F,"sábado, março 22, 2014",sab,mar,23,37811
77F,"domingo, março 23, 2014",dom,mar,25,39210
79F,"segunda-feira, março 24, 2014",seg,mar,25,39210
81F,"terça-feira, março 25, 2014",ter,mar,27,40427
77F,"quarta-feira, março 26, 2014",qua,mar,25,39208
78F,"quinta-feira, março 27, 2014",qui,mar,25,39207
74F,"sexta-feira, março 28, 2014",sex,mar,23,37809
74F,"sábado, março 29, 2014",sab,mar,23,37987
76F,"domingo, março 30, 2014",dom,mar,24,38596
75F,"segunda-feira, março 31, 2014",seg,mar,23,37987
73F,"terça-feira, abril 01, 2014",ter,abr,22,37377
79F,"quarta-feira, abril 02, 2014",qua,abr,26,39813
73F,"quinta-feira, abril 03, 2014",qui,abr,22,37197
78F,"sexta-feira, abril 04, 2014",sex,abr,25,39203
75F,"sábado, abril 05, 2014",sab,abr,23,37984
75F,"domingo, abril 06, 2014",dom,abr,23,37982
76F,"segunda-feira, abril 07, 2014",seg,abr,24,38591
76F,"terça-feira, abril 08, 2014",ter,abr,24,38591
73F,"quarta-feira, abril 09, 2014",qua,abr,22,37193
75F,"quinta-feira, abril 10, 2014",qui,abr,23,37981
74F,"sexta-feira, abril 11, 2014",sex,abr,23,37981
74F,"sábado, abril 12, 2014",sab,abr,23,37981
73F,"domingo, abril 13, 2014",dom,abr,23,37980
75F,"segunda-feira, abril 14, 2014",seg,abr,24,38589
74F,"terça-feira, abril 15, 2014",ter,abr,23,37979
79F,"quarta-feira, abril 16, 2014",qua,abr,25,39196
78F,"quinta-feira, abril 17, 2014",qui,abr,25,39196
76F,"sexta-feira, abril 18, 2014",sex,abr,24,38587
73F,"sábado, abril 19, 2014",sab,abr,22,37368
74F,"domingo, abril 20, 2014",dom,abr,23,37795
76F,"segunda-feira, abril 21, 2014",seg,abr,24,38585
76F,"terça-feira, abril 22, 2014",ter,abr,24,38585
73F,"quarta-feira, abril 23, 2014",qua,abr,22,37366
75F,"quinta-feira, abril 24, 2014",qui,abr,23,37975
77F,"sexta-feira, abril 25, 2014",sex,abr,24,38583
76F,"sábado, abril 26, 2014",sab,abr,24,38402
68F,"domingo, abril 27, 2014",dom,abr,19,35356
74F,"segunda-feira, abril 28, 2014",seg,abr,23,37974
75F,"terça-feira, abril 29, 2014",ter,abr,24,38583
74F,"quarta-feira, abril 30, 2014",qua,abr,23,37973
76F,"quinta-feira, maio 01, 2014",qui,mai,24,38582
74F,"sexta-feira, maio 02, 2014",sex,mai,23,37972
73F,"sábado, maio 03, 2014",sab,mai,22,37181
75F,"domingo, maio 04, 2014",dom,mai,24,38399
75F,"segunda-feira, maio 05, 2014",seg,mai,23,37971
75F,"terça-feira, maio 06, 2014",ter,mai,24,38580
75F,"quarta-feira, maio 07, 2014",qua,mai,24,38579
77F,"quinta-feira, maio 08, 2014",qui,mai,24,38579
79F,"sexta-feira, maio 09, 2014",sex,mai,26,39796
73F,"sábado, maio 10, 2014",sab,mai,22,37177
73F,"domingo, maio 11, 2014",dom,mai,22,37359
79F,"segunda-feira, maio 12, 2014",seg,mai,25,39186
74F,"terça-feira, maio 13, 2014",ter,mai,23,37967
73F,"quarta-feira, maio 14, 2014",qua,mai,23,37967
75F,"quinta-feira, maio 15, 2014",qui,mai,23,37967
76F,"sexta-feira, maio 16, 2014",sex,mai,24,38392
75F,"sábado, maio 17, 2014",sab,mai,24,38391
76F,"domingo, maio 18, 2014",dom,mai,24,38575
76F,"segunda-feira, maio 19, 2014",seg,mai,24,38575
73F,"terça-feira, maio 20, 2014",ter,mai,23,37965
74F,"quarta-feira, maio 21, 2014",qua,mai,23,37965
76F,"quinta-feira, maio 22, 2014",qui,mai,24,38574
77F,"sexta-feira, maio 23, 2014",sex,mai,24,38390
72F,"sábado, maio 24, 2014",sab,mai,22,37171
75F,"domingo, maio 25, 2014",dom,mai,24,38573
74F,"segunda-feira, maio 26, 2014",seg,mai,23,37963
76F,"terça-feira, maio 27, 2014",ter,mai,24,38572
80F,"quarta-feira, maio 28, 2014",qua,mai,26,39790
76F,"quinta-feira, maio 29, 2014",qui,mai,24,38572
77F,"sexta-feira, maio 30, 2014",sex,mai,24,38388
77F,"sábado, maio 31, 2014",sab,mai,24,38571
70F,"domingo, junho 01, 2014",dom,jun,21,36744
76F,"segunda-feira, junho 02, 2014",seg,jun,24,38571
76F,"terça-feira, junho 03, 2014",ter,jun,24,38570
71F,"quarta-feira, junho 04, 2014",qua,jun,21,36743
72F,"quinta-feira, junho 05, 2014",qui,jun,22,37165
73F,"sexta-feira, junho 06, 2014",sex,jun,22,37164
76F,"sábado, junho 07, 2014",sab,jun,24,38569
75F,"domingo, junho 08, 2014",dom,jun,23,37959
76F,"segunda-feira, junho 09, 2014",seg,jun,24,38568
74F,"terça-feira, junho 10, 2014",ter,jun,23,37959
78F,"quarta-feira, junho 11, 2014",qua,jun,25,39176
74F,"quinta-feira, junho 12, 2014",qui,jun,23,37770
73F,"sexta-feira, junho 13, 2014",sex,jun,22,37161
71F,"sábado, junho 14, 2014",sab,jun,21,36739
77F,"domingo, junho 15, 2014",dom,jun,24,38566
76F,"segunda-feira, junho 16, 2014",seg,jun,24,38566
75F,"terça-feira, junho 17, 2014",ter,jun,23,37956
78F,"quarta-feira, junho 18, 2014",qua,jun,25,39174
72F,"quinta-feira, junho 19, 2014",qui,jun,22,37158
73F,"sexta-feira, junho 20, 2014",sex,jun,23,37767
78F,"sábado, junho 21, 2014",sab,jun,25,39174
75F,"domingo, junho 22, 2014",dom,jun,23,37955
77F,"segunda-feira, junho 23, 2014",seg,jun,24,38564
77F,"terça-feira, junho 24, 2014",ter,jun,24,38564
80F,"quarta-feira, junho 25, 2014",qua,jun,26,39780
72F,"quinta-feira, junho 26, 2014",qui,jun,22,37154
72F,"sexta-feira, junho 27, 2014",sex,jun,22,37154
76F,"sábado, junho 28, 2014",sab,jun,24,38560
76F,"domingo, junho 29, 2014",dom,jun,24,38560
76F,"segunda-feira, junho 30, 2014",seg,jun,24,38559
76F,"terça-feira, julho 01, 2014",ter,jul,24,38559
74F,"quarta-feira, julho 02, 2014",qua,jul,23,37950
69F,"quinta-feira, julho 03, 2014",qui,jul,20,35934
74F,"sexta-feira, julho 04, 2014",sex,jul,23,37761
77F,"sábado, julho 05, 2014",sab,jul,25,39166
73F,"domingo, julho 06, 2014",dom,jul,22,37339
77F,"segunda-feira, julho 07, 2014",seg,jul,25,39166
78F,"terça-feira, julho 08, 2014",ter,jul,25,39166
76F,"quarta-feira, julho 09, 2014",qua,jul,24,38556
73F,"quinta-feira, julho 10, 2014",qui,jul,22,37150
76F,"sexta-feira, julho 11, 2014",sex,jul,24,38367
75F,"sábado, julho 12, 2014",sab,jul,23,37946
76F,"domingo, julho 13, 2014",dom,jul,24,38555
75F,"segunda-feira, julho 14, 2014",seg,jul,24,38554
75F,"terça-feira, julho 15, 2014",ter,jul,23,37945
79F,"quarta-feira, julho 16, 2014",qua,jul,25,39163
73F,"quinta-feira, julho 17, 2014",qui,jul,22,37146
74F,"sexta-feira, julho 18, 2014",sex,jul,23,37944
76F,"sábado, julho 19, 2014",sab,jul,24,38553
79F,"domingo, julho 20, 2014",dom,jul,26,39771
78F,"segunda-feira, julho 21, 2014",seg,jul,25,39162
78F,"terça-feira, julho 22, 2014",ter,jul,25,39161
74F,"quarta-feira, julho 23, 2014",qua,jul,23,37751
73F,"quinta-feira, julho 24, 2014",qui,jul,22,37142
76F,"sexta-feira, julho 25, 2014",sex,jul,24,38551
72F,"sábado, julho 26, 2014",sab,jul,22,37333
77F,"domingo, julho 27, 2014",dom,jul,24,38550
77F,"segunda-feira, julho 28, 2014",seg,jul,25,39159
69F,"terça-feira, julho 29, 2014",ter,jul,20,36114
72F,"quarta-feira, julho 30, 2014",qua,jul,22,37140
74F,"quinta-feira, julho 31, 2014",qui,jul,23,37748
76F,"sexta-feira, agosto 01, 2014",sex,ago,24,38549
77F,"sábado, agosto 02, 2014",sab,ago,24,38548
72F,"domingo, agosto 03, 2014",dom,ago,22,37329
71F,"segunda-feira, agosto 04, 2014",seg,ago,21,36720
77F,"terça-feira, agosto 05, 2014",ter,ago,24,38547
71F,"quarta-feira, agosto 06, 2014",qua,ago,21,36526
73F,"quinta-feira, agosto 07, 2014",qui,ago,22,37135
77F,"sexta-feira, agosto 08, 2014",sex,ago,24,38546
79F,"sábado, agosto 09, 2014",sab,ago,25,39154
76F,"domingo, agosto 10, 2014",dom,ago,24,38544
77F,"segunda-feira, agosto 11, 2014",seg,ago,25,39152
76F,"terça-feira, agosto 12, 2014",ter,ago,24,38543
76F,"quarta-feira, agosto 13, 2014",qua,ago,24,38350
72F,"quinta-feira, agosto 14, 2014",qui,ago,22,37132
77F,"sexta-feira, agosto 15, 2014",sex,ago,24,38542
74F,"sábado, agosto 16, 2014",sab,ago,23,37933
76F,"domingo, agosto 17, 2014",dom,ago,24,38542
75F,"segunda-feira, agosto 18, 2014",seg,ago,23,37933
77F,"terça-feira, agosto 19, 2014",ter,ago,24,38542
79F,"quarta-feira, agosto 20, 2014",qua,ago,26,39758
74F,"quinta-feira, agosto 21, 2014",qui,ago,23,37930
71F,"sexta-feira, agosto 22, 2014",sex,ago,21,36711
74F,"sábado, agosto 23, 2014",sab,ago,23,37929
74F,"domingo, agosto 24, 2014",dom,ago,23,37929
71F,"segunda-feira, agosto 25, 2014",seg,ago,21,36513
77F,"terça-feira, agosto 26, 2014",ter,ago,24,38339
77F,"quarta-feira, agosto 27, 2014",qua,ago,25,39146
76F,"quinta-feira, agosto 28, 2014",qui,ago,24,38537
73F,"sexta-feira, agosto 29, 2014",sex,ago,22,37318
73F,"sábado, agosto 30, 2014",sab,ago,22,37318
74F,"domingo, agosto 31, 2014",dom,ago,23,37927
74F,"segunda-feira, setembro 01, 2014",seg,set,23,37727
74F,"terça-feira, setembro 02, 2014",ter,set,23,37726
78F,"quarta-feira, setembro 03, 2014",qua,set,25,39144
78F,"quinta-feira, setembro 04, 2014",qui,set,25,39142
75F,"sexta-feira, setembro 05, 2014",sex,set,23,37924
75F,"sábado, setembro 06, 2014",sab,set,23,37924
76F,"domingo, setembro 07, 2014",dom,set,24,38533
74F,"segunda-feira, setembro 08, 2014",seg,set,23,37725
70F,"terça-feira, setembro 09, 2014",ter,set,21,36505
78F,"quarta-feira, setembro 10, 2014",qua,set,25,39141
75F,"quinta-feira, setembro 11, 2014",qui,set,23,37923
78F,"sexta-feira, setembro 12, 2014",sex,set,25,39140
76F,"sábado, setembro 13, 2014",sab,set,24,38530
78F,"domingo, setembro 14, 2014",dom,set,25,39139
74F,"segunda-feira, setembro 15, 2014",seg,set,23,37721
72F,"terça-feira, setembro 16, 2014",ter,set,22,37111
76F,"quarta-feira, setembro 17, 2014",qua,set,24,38529
77F,"quinta-feira, setembro 18, 2014",qui,set,24,38529
75F,"sexta-feira, setembro 19, 2014",sex,set,23,37919
74F,"sábado, setembro 20, 2014",sab,set,23,37919
75F,"domingo, setembro 21, 2014",dom,set,23,37919
72F,"segunda-feira, setembro 22, 2014",seg,set,21,36497
73F,"terça-feira, setembro 23, 2014",ter,set,22,37105
74F,"quarta-feira, setembro 24, 2014",qua,set,23,37919
69F,"quinta-feira, setembro 25, 2014",qui,set,20,36091
74F,"sexta-feira, setembro 26, 2014",sex,set,23,37918
73F,"sábado, setembro 27, 2014",sab,set,22,37309
78F,"domingo, setembro 28, 2014",dom,set,25,39136
69F,"segunda-feira, setembro 29, 2014",seg,set,20,35880
70F,"terça-feira, setembro 30, 2014",ter,set,21,36487
73F,"quarta-feira, outubro 01, 2014",qua,out,22,37309
73F,"quinta-feira, outubro 02, 2014",qui,out,22,37308
72F,"sexta-feira, outubro 03, 2014",sex,out,22,37308
75F,"sábado, outubro 04, 2014",sab,out,24,38525
73F,"domingo, outubro 05, 2014",dom,out,22,37307
71F,"segunda-feira, outubro 06, 2014",seg,out,21,36485
74F,"terça-feira, outubro 07, 2014",ter,out,23,37702
76F,"quarta-feira, outubro 08, 2014",qua,out,24,38523
70F,"quinta-feira, outubro 09, 2014",qui,out,20,36087
76F,"sexta-feira, outubro 10, 2014",sex,out,24,38523
74F,"sábado, outubro 11, 2014",sab,out,23,37913
77F,"domingo, outubro 12, 2014",dom,out,24,38522
74F,"segunda-feira, outubro 13, 2014",seg,out,23,37697
72F,"terça-feira, outubro 14, 2014",ter,out,22,37088
76F,"quarta-feira, outubro 15, 2014",qua,out,24,38521
73F,"quinta-feira, outubro 16, 2014",qui,out,22,37303
74F,"sexta-feira, outubro 17, 2014",sex,out,23,37912
78F,"sábado, outubro 18, 2014",sab,out,25,39129
71F,"domingo, outubro 19, 2014",dom,out,21,36693
73F,"segunda-feira, outubro 20, 2014",seg,out,22,37084
70F,"terça-feira, outubro 21, 2014",ter,out,21,36474
76F,"quarta-feira, outubro 22, 2014",qua,out,24,38518
78F,"quinta-feira, outubro 23, 2014",qui,out,25,39127
74F,"sexta-feira, outubro 24, 2014",sex,out,23,37909
76F,"sábado, outubro 25, 2014",sab,out,24,38517
74F,"domingo, outubro 26, 2014",dom,out,23,37907
74F,"segunda-feira, outubro 27, 2014",seg,out,23,37684
69F,"terça-feira, outubro 28, 2014",ter,out,20,35855
74F,"quarta-feira, outubro 29, 2014",qua,out,23,37906
76F,"quinta-feira, outubro 30, 2014",qui,out,24,38515
73F,"sexta-feira, outubro 31, 2014",sex,out,22,37297
77F,"sábado, novembro 01, 2014",sab,nov,24,38514
74F,"domingo, novembro 02, 2014",dom,nov,23,37905
70F,"segunda-feira, novembro 03, 2014",seg,nov,21,36458
74F,"terça-feira, novembro 04, 2014",ter,nov,23,37904
78F,"quarta-feira, novembro 05, 2014",qua,nov,25,39121
75F,"quinta-feira, novembro 06, 2014",qui,nov,24,38512
71F,"sexta-feira, novembro 07, 2014",sex,nov,21,36685
77F,"sábado, novembro 08, 2014",sab,nov,24,38512
74F,"domingo, novembro 09, 2014",dom,nov,23,37665
75F,"segunda-feira, novembro 10, 2014",seg,nov,23,37665
75F,"terça-feira, novembro 11, 2014",ter,nov,23,37902
77F,"quarta-feira, novembro 12, 2014",qua,nov,25,39120
77F,"quinta-feira, novembro 13, 2014",qui,nov,24,38510
76F,"sexta-feira, novembro 14, 2014",sex,nov,24,38510
76F,"sábado, novembro 15, 2014",sab,nov,24,38510
71F,"domingo, novembro 16, 2014",dom,nov,21,36433
72F,"segunda-feira, novembro 17, 2014",seg,nov,22,37042
75F,"terça-feira, novembro 18, 2014",ter,nov,23,37899
74F,"quarta-feira, novembro 19, 2014",qua,nov,23,37899
72F,"quinta-feira, novembro 20, 2014",qui,nov,22,37290
78F,"sexta-feira, novembro 21, 2014",sex,nov,25,39116
76F,"sábado, novembro 22, 2014",sab,nov,24,38507
71F,"domingo, novembro 23, 2014",dom,nov,21,36423
69F,"segunda-feira, novembro 24, 2014",seg,nov,20,35814
80F,"terça-feira, novembro 25, 2014",ter,nov,26,39724
77F,"quarta-feira, novembro 26, 2014",qua,nov,24,38506
75F,"quinta-feira, novembro 27, 2014",qui,nov,23,37897
79F,"sexta-feira, novembro 28, 2014",sex,nov,26,39724
75F,"sábado, novembro 29, 2014",sab,nov,23,37896
75F,"domingo, novembro 30, 2014",dom,nov,24,38244
70F,"segunda-feira, dezembro 01, 2014",seg,dez,21,36417
76F,"terça-feira, dezembro 02, 2014",ter,dez,24,38504
72F,"quarta-feira, dezembro 03, 2014",qua,dez,22,37286
72F,"quinta-feira, dezembro 04, 2014",qui,dez,22,37285
75F,"sexta-feira, dezembro 05, 2014",sex,dez,23,37894
70F,"sábado, dezembro 06, 2014",sab,dez,21,36676
73F,"domingo, dezembro 07, 2014",dom,dez,22,37021
70F,"segunda-feira, dezembro 08, 2014",seg,dez,21,36411
76F,"terça-feira, dezembro 09, 2014",ter,dez,24,38501
78F,"quarta-feira, dezembro 10, 2014",qua,dez,25,39110
75F,"quinta-feira, dezembro 11, 2014",qui,dez,24,38500
76F,"sexta-feira, dezembro 12, 2014",sex,dez,24,38500
74F,"sábado, dezembro 13, 2014",sab,dez,23,37890
72F,"domingo, dezembro 14, 2014",dom,dez,22,37010
73F,"segunda-feira, dezembro 15, 2014",seg,dez,22,37009
72F,"terça-feira, dezembro 16, 2014",ter,dez,22,37280
79F,"quarta-feira, dezembro 17, 2014",qua,dez,26,39716
72F,"quinta-feira, dezembro 18, 2014",qui,dez,22,37280
73F,"sexta-feira, dezembro 19, 2014",sex,dez,22,37280
77F,"sábado, dezembro 20, 2014",sab,dez,25,39106
73F,"domingo, dezembro 21, 2014",dom,dez,22,36998
72F,"segunda-feira, dezembro 22, 2014",seg,dez,22,36995
78F,"terça-feira, dezembro 23, 2014",ter,dez,25,39106
